Mush No,Dry matter,400,402.95,405.89,408.84,411.78,414.73,417.68,420.62,423.57,426.51,429.46,432.41,435.35,438.3,441.24,444.19,447.14,450.08,453.03,455.97,458.92,461.87,464.81,467.76,470.7,473.65,476.6,479.54,482.49,485.43,488.38,491.33,494.27,497.22,500.16,503.11,506.06,509,511.95,514.89,517.84,520.79,523.73,526.68,529.62,532.57,535.52,538.46,541.41,544.35,547.3,550.25,553.19,556.14,559.08,562.03,564.98,567.92,570.87,573.81,576.76,579.71,582.65,585.6,588.54,591.49,594.44,597.38,600.33,603.27,606.22,609.17,612.11,615.06,618,620.95,623.9,626.84,629.79,632.73,635.68,638.63,641.57,644.52,647.46,650.41,653.36,656.3,659.25,662.19,665.14,668.09,671.03,673.98,676.92,679.87,682.82,685.76,688.71,691.65,694.6,697.55,700.49,703.44,706.38,709.33,712.28,715.22,718.17,721.11,724.06,727.01,729.95,732.9,735.84,738.79,741.74,744.68,747.63,750.57,753.52,756.47,759.41,762.36,765.3,768.25,771.2,774.14,777.09,780.03,782.98,785.93,788.87,791.82,794.76,797.71,800.66,803.6,806.55,809.49,812.44,815.39,818.33,821.28,824.22,827.17,830.12,833.06,836.01,838.95,841.9,844.85,847.79,850.74,853.68,856.63,859.58,862.52,865.47,868.41,871.36,874.31,877.25,880.2,883.14,886.09,889.04,891.98,894.93,897.87,900.82,903.77,906.71,909.66,912.6,915.55,918.5,921.44,924.39,927.33,930.28,933.23,936.17,939.12,942.06,945.01,947.96,950.9,953.85,956.79,959.74,962.69,965.63,968.58,971.52,974.47,977.42,980.36,983.31,986.25,989.2,992.15,995.09,998.04
M1,0.085060404,0.294403682,0.29002267,0.289410342,0.288926451,0.28862608,0.288916575,0.289242111,0.289123373,0.290643025,0.293503723,0.298758534,0.305378758,0.312959417,0.320472761,0.326197048,0.33158103,0.335822335,0.339684971,0.343177745,0.34637293,0.349886871,0.352379289,0.354603989,0.356918116,0.359479474,0.36223194,0.364089936,0.366802933,0.369113366,0.372230293,0.374912293,0.378350557,0.381358201,0.38417132,0.387473231,0.390690299,0.393587042,0.396310608,0.39927794,0.401133321,0.403360285,0.405518736,0.407752237,0.409776215,0.411557953,0.413318356,0.41561038,0.417628634,0.419852364,0.421948664,0.423961254,0.425768416,0.426854841,0.428328648,0.42951027,0.431383499,0.433197175,0.435947522,0.439286764,0.442299671,0.444791765,0.44749645,0.449851889,0.452055741,0.453862682,0.45598914,0.457767729,0.459740021,0.461036684,0.462577057,0.46366014,0.465145032,0.465659982,0.466388937,0.467461783,0.468157278,0.46860256,0.469507027,0.470209105,0.47112592,0.472156086,0.473017967,0.474199719,0.475306197,0.476408886,0.478262249,0.479338131,0.481136104,0.482032667,0.484230394,0.485490428,0.487452083,0.488907768,0.490815563,0.492489279,0.494061443,0.495728657,0.497498661,0.498273395,0.499640048,0.500994957,0.502163827,0.504440468,0.504103428,0.505199014,0.505944274,0.507531172,0.508405092,0.509115387,0.509836987,0.511172794,0.511682143,0.512756153,0.512726511,0.513177722,0.51307668,0.514150433,0.514524352,0.515145197,0.515923486,0.51685423,0.517095252,0.517657033,0.517854098,0.51953241,0.519635215,0.520725947,0.520674825,0.521343413,0.521457394,0.522490677,0.522777761,0.523429114,0.523512997,0.523304097,0.523616642,0.524581116,0.525360954,0.525668364,0.525235012,0.526065171,0.525899776,0.526118827,0.526064652,0.525767284,0.525746573,0.524601463,0.524946053,0.524448169,0.523399851,0.523817566,0.524291056,0.523698221,0.523859527,0.523001968,0.522913476,0.523654133,0.523921918,0.523050543,0.521820173,0.522318744,0.522408576,0.522892496,0.522928735,0.521605432,0.521773217,0.521410875,0.519963046,0.520066977,0.521183287,0.520227281,0.520581144,0.519006686,0.519341347,0.517760853,0.518147226,0.517624589,0.516907809,0.515321084,0.515810898,0.511509034,0.510571377,0.511563959,0.509832164,0.509868871,0.502715469,0.501834579,0.503152331,0.496878736,0.500139286,0.496410706,0.497811282,0.49413943,0.498505038,0.495571753,0.494157321,0.493342409,0.492672599,0.494069999,0.497852863,0.492982452,0.491387559,0.50113543,0.423658567
M2,0.070156892,0.212419274,0.210913722,0.211567536,0.212056645,0.212728962,0.21429365,0.215569982,0.216703161,0.218838866,0.22178009,0.226287277,0.231516963,0.237375439,0.243117553,0.247558666,0.25179458,0.255315919,0.258522226,0.261437559,0.264291215,0.267515953,0.27009865,0.272342084,0.27489433,0.277545397,0.280534185,0.282664547,0.285473595,0.287768261,0.290636193,0.292997429,0.295985445,0.298570587,0.301073408,0.303848043,0.306581196,0.308987018,0.311233932,0.313668467,0.315173081,0.316963561,0.318640536,0.320393003,0.321917401,0.323346424,0.324683319,0.326475572,0.328147594,0.329870085,0.331544771,0.333055483,0.334490206,0.335311781,0.336490386,0.337400005,0.33889666,0.340425522,0.342952876,0.345769733,0.348327658,0.350562059,0.353001577,0.355218485,0.357343006,0.359167347,0.36124365,0.363070274,0.364913735,0.366381708,0.367883711,0.36901831,0.370483725,0.371210221,0.372059666,0.373212637,0.374054992,0.374708755,0.375688191,0.376478903,0.377490566,0.378600938,0.379609922,0.380959659,0.38215941,0.383378207,0.385169254,0.386336668,0.387893478,0.388807705,0.390563493,0.391703796,0.393064201,0.394124022,0.395691182,0.397078843,0.398269232,0.399516217,0.400754654,0.401302286,0.402226302,0.403004389,0.40342481,0.404925626,0.404500175,0.405953532,0.406197287,0.40733738,0.407906032,0.408329945,0.40881271,0.409578505,0.409742695,0.410351052,0.410169414,0.410313097,0.409989147,0.410734261,0.41079741,0.411236659,0.411712123,0.412309615,0.412396282,0.412676856,0.412793693,0.413988748,0.414090798,0.414819839,0.414807581,0.415093013,0.415245349,0.416007638,0.416299742,0.416750856,0.417059747,0.416914276,0.41731173,0.418069482,0.418855485,0.419117917,0.418946083,0.419670841,0.419650971,0.41992857,0.420042953,0.419876992,0.419887019,0.419042321,0.419553244,0.419376171,0.418723538,0.41916231,0.419658215,0.41932154,0.419647428,0.418972626,0.419077678,0.41967614,0.41997065,0.419363407,0.418532209,0.418909825,0.419053629,0.41936332,0.419432102,0.418322376,0.418208383,0.417976716,0.416546261,0.416618952,0.417263489,0.416209168,0.416407634,0.415001376,0.415111454,0.413533635,0.413613835,0.412928747,0.411999345,0.41036823,0.410411439,0.406282282,0.404852253,0.405183239,0.403376288,0.402705284,0.396428061,0.395010956,0.395435913,0.389895025,0.391808187,0.388112351,0.388652696,0.385192125,0.387925237,0.38495423,0.383073001,0.381618526,0.38032936,0.380573686,0.382960813,0.378284582,0.376865595,0.382819996,0.315165274
M3,0.061830091,0.245384418,0.250624742,0.25276933,0.251783528,0.250740344,0.249274157,0.246342503,0.244591486,0.245328395,0.24656263,0.252468631,0.259193066,0.267599563,0.275280889,0.281625308,0.28657067,0.29051268,0.295203153,0.298218156,0.301617498,0.304507311,0.307243982,0.309426234,0.311494131,0.313270401,0.315180771,0.316715968,0.318865107,0.321150481,0.323358325,0.326018776,0.329073013,0.332055395,0.33452006,0.337524517,0.339861299,0.341998734,0.344510943,0.346852067,0.349168549,0.350309284,0.35275275,0.354096892,0.356218669,0.357529539,0.3596545,0.361498918,0.362977884,0.364787447,0.366615238,0.368152283,0.369688069,0.370968159,0.371663211,0.372929976,0.374162013,0.375901555,0.377466801,0.381182199,0.384016572,0.386184301,0.388090437,0.3898473,0.391987768,0.393365801,0.394879493,0.395944941,0.397126352,0.39799752,0.399483358,0.400575949,0.401592066,0.402189605,0.403516416,0.404262465,0.405330597,0.406010407,0.406174747,0.407539751,0.408060551,0.408824319,0.409331297,0.41010767,0.410689083,0.411850915,0.412707632,0.413850825,0.41538171,0.416214278,0.417625259,0.41893397,0.419969893,0.42186005,0.423247213,0.42432577,0.425648782,0.42699749,0.428322249,0.429213481,0.430018807,0.430489681,0.431691944,0.435016147,0.433086812,0.432506581,0.434105427,0.434826448,0.435738555,0.436478749,0.43687793,0.436990196,0.437289871,0.438410735,0.438369552,0.438422445,0.439071468,0.43951866,0.439561494,0.44075661,0.441066765,0.441730474,0.442721574,0.443393332,0.44421754,0.444768268,0.445461231,0.445359258,0.44557788,0.445942686,0.446367092,0.446665009,0.447015846,0.447491594,0.447096949,0.448035505,0.44765647,0.44827003,0.448368555,0.448986576,0.448799228,0.449251362,0.448188474,0.44811031,0.447605262,0.448365545,0.447728519,0.447307204,0.447389055,0.447120123,0.446501992,0.445707102,0.445623675,0.445837466,0.44554305,0.444926875,0.445726677,0.445748331,0.445686061,0.444595032,0.444638662,0.444603216,0.442827721,0.44273069,0.442340976,0.44190972,0.441646672,0.442094831,0.440465469,0.441409293,0.441303513,0.441328412,0.441203363,0.439142981,0.440544925,0.439046703,0.438738735,0.438145736,0.437467875,0.435819297,0.435938746,0.432470569,0.433647435,0.432290361,0.430435176,0.430090104,0.428021941,0.424471905,0.425425945,0.421723883,0.421364642,0.423325455,0.422179998,0.421508699,0.422610189,0.42258869,0.424252637,0.42676896,0.424511748,0.424007384,0.425374783,0.426973976,0.426130461,0.424673278,0.326693089
M4,0.064090714,0.228469583,0.230664814,0.231272055,0.229645817,0.228354701,0.226998322,0.224455445,0.222956318,0.223496727,0.224293608,0.229062466,0.234395634,0.241034027,0.247063036,0.252097326,0.256223569,0.259526501,0.263657561,0.266390036,0.269667459,0.2725884,0.275518892,0.277930223,0.28027967,0.282346836,0.284525936,0.286409616,0.28883453,0.291287014,0.293572328,0.29618384,0.299103522,0.301879037,0.304199451,0.306898674,0.309007093,0.310811743,0.313006377,0.315048081,0.317074059,0.318008036,0.32019559,0.321372876,0.3232488,0.324372642,0.326184393,0.327770748,0.328968351,0.330551535,0.33216441,0.333555814,0.334977486,0.336254419,0.337036132,0.338344414,0.339571766,0.341229809,0.342697897,0.346216474,0.349060953,0.351359375,0.353431058,0.355388234,0.357758138,0.35934271,0.361160813,0.362583636,0.364093492,0.365325229,0.367083603,0.368530576,0.369845758,0.370802137,0.372444049,0.373531618,0.374893967,0.375910032,0.376407429,0.378058522,0.378891102,0.379969192,0.380782788,0.381790515,0.382617959,0.383987934,0.385073111,0.386356523,0.388032236,0.388978877,0.390424234,0.391684614,0.392683667,0.394442545,0.395667514,0.396615967,0.397745253,0.398910683,0.400064405,0.400811921,0.401367508,0.401748899,0.402828764,0.405846799,0.404134276,0.402878299,0.40458477,0.405152732,0.405902781,0.406509204,0.406785132,0.406759443,0.406996439,0.40789656,0.407812991,0.407707151,0.40827354,0.408520374,0.408530091,0.409609828,0.409917597,0.410489519,0.411428384,0.412051767,0.412818585,0.41330767,0.41395251,0.413846818,0.414049158,0.414346316,0.414765016,0.415109586,0.415587918,0.416080219,0.415883889,0.416852748,0.416725537,0.417434291,0.417746885,0.418456165,0.418533745,0.419002219,0.418221885,0.418204518,0.417926281,0.418633817,0.418243968,0.417897789,0.418266591,0.418431368,0.418039392,0.417460345,0.417597531,0.417990933,0.417868674,0.417492891,0.418333925,0.418550136,0.418780078,0.417827612,0.417901964,0.418036349,0.416424352,0.416382374,0.416128941,0.415809376,0.415615347,0.416108077,0.414560727,0.41544431,0.415464445,0.415598811,0.415468006,0.41359059,0.414977085,0.413541837,0.413186987,0.412678683,0.411932962,0.4104942,0.410629289,0.40735462,0.408575531,0.407216343,0.405436828,0.405053368,0.402995991,0.399495904,0.400217904,0.396844789,0.396242987,0.398325432,0.397278056,0.396689505,0.397900235,0.397867589,0.399657152,0.402171901,0.400140488,0.400118027,0.401609287,0.403419426,0.402999331,0.402126286,0.310122372
M5,0.068956535,0.305874495,0.301415089,0.29892097,0.299867004,0.29873487,0.298569966,0.300077321,0.301614538,0.302712092,0.306357362,0.312053708,0.318976043,0.327994241,0.334850302,0.342072041,0.347902884,0.352415948,0.356737297,0.360443359,0.363888803,0.366517359,0.369992824,0.372656362,0.376176432,0.378501168,0.380816302,0.383389251,0.386397797,0.388905538,0.392246255,0.394856955,0.398079001,0.40161224,0.405238698,0.408777303,0.412192255,0.415699086,0.418444388,0.421596966,0.42410771,0.426467156,0.428702557,0.430421299,0.432150988,0.434227844,0.436202821,0.438042192,0.440197438,0.442427069,0.444618645,0.446629361,0.448026496,0.449481674,0.450264658,0.451769735,0.453095335,0.455446989,0.458506162,0.462005114,0.465279084,0.4679307,0.470447528,0.472487461,0.474950306,0.47710362,0.479126949,0.481078172,0.482588576,0.484075749,0.485320133,0.485826333,0.487137923,0.487911906,0.488706298,0.489252032,0.48976335,0.490435025,0.490949934,0.491366118,0.492440019,0.493427001,0.494368468,0.495845944,0.497212254,0.498487572,0.499827571,0.501930939,0.502915259,0.505248785,0.506564239,0.508449051,0.51039534,0.512253332,0.514129134,0.516375063,0.518312574,0.519618734,0.521841596,0.523898085,0.525238952,0.52676867,0.528222938,0.529177416,0.530020406,0.533407946,0.533465902,0.535274012,0.536202436,0.537681829,0.53817701,0.539453283,0.540218953,0.540561788,0.540429501,0.541464074,0.541726447,0.543255141,0.54392781,0.544621283,0.544864916,0.545360679,0.54649385,0.547520862,0.54723788,0.548426096,0.549892523,0.549301352,0.550404582,0.550485985,0.550873018,0.552142412,0.552783415,0.553244499,0.553539058,0.554392475,0.55442449,0.554032053,0.554552427,0.555460615,0.555815789,0.555914756,0.554731167,0.555564329,0.555621949,0.555540051,0.554218821,0.554479418,0.553891151,0.552096247,0.552678783,0.55167172,0.552017685,0.551156664,0.551154626,0.551553589,0.551174992,0.551767668,0.549619459,0.550345111,0.550832488,0.550881223,0.548645544,0.548597736,0.548102748,0.548637115,0.548116122,0.547313858,0.547574531,0.547231128,0.548068861,0.546273446,0.546048333,0.543643515,0.54659713,0.543635077,0.543238963,0.541272143,0.539243538,0.53983606,0.534900593,0.536220568,0.533566436,0.532944762,0.529130698,0.527175421,0.521456604,0.523642747,0.517543687,0.518701174,0.514097292,0.512570302,0.510876201,0.509846781,0.510682993,0.510412198,0.512406764,0.506924824,0.509751521,0.505830854,0.503964933,0.512517112,0.503891595,0.505668919,0.434347611
M6,0.068548297,0.241511135,0.241369612,0.241277232,0.243484853,0.24360316,0.244632285,0.247021961,0.249349296,0.251376258,0.255379,0.260686534,0.266852933,0.274471961,0.280286847,0.286333008,0.291394352,0.295269305,0.299141957,0.302531922,0.305885092,0.308586119,0.312008884,0.314816009,0.318355072,0.32088427,0.323410377,0.326216205,0.329340012,0.331936244,0.335021659,0.337542217,0.340480289,0.343616555,0.346864811,0.349858033,0.352788746,0.35572708,0.358102913,0.360775614,0.362982874,0.36497143,0.366851303,0.368226263,0.369677657,0.371432547,0.373038612,0.374600984,0.37628883,0.378114488,0.379915469,0.38157277,0.382662734,0.383940573,0.38466711,0.38606322,0.387234389,0.389128338,0.391461098,0.394354872,0.397147669,0.399482463,0.401674515,0.403421517,0.405594395,0.407466724,0.409285601,0.410994958,0.412337126,0.413720924,0.414948398,0.415527761,0.416829292,0.417677179,0.418505375,0.419180746,0.419814457,0.420569422,0.421138075,0.421718333,0.422739837,0.423799603,0.424728342,0.426140957,0.427406712,0.428658909,0.429942115,0.431800444,0.432750752,0.434654062,0.435743357,0.437155765,0.43843808,0.439706026,0.441212179,0.442754775,0.444136275,0.4448667,0.446383076,0.447768396,0.448483163,0.449141624,0.449729046,0.450355118,0.450749724,0.452699535,0.452823406,0.454128961,0.454653535,0.45561691,0.455776383,0.456544377,0.456868895,0.456862381,0.456493816,0.457075496,0.457170723,0.458021919,0.458543353,0.458825618,0.458933625,0.459104485,0.460044047,0.460645548,0.460386337,0.461261854,0.462430484,0.461704295,0.462498194,0.462449665,0.462592534,0.463508487,0.463967972,0.464403066,0.46465247,0.465302301,0.465459802,0.465170454,0.465717736,0.466553612,0.466913217,0.46696582,0.46616805,0.466751239,0.467002566,0.46680294,0.466040953,0.4664524,0.466341509,0.465072305,0.465606006,0.464879931,0.46538092,0.464792613,0.464936181,0.465403231,0.465179553,0.465874551,0.464140143,0.464786311,0.465324129,0.4653875,0.463588998,0.46353892,0.463090156,0.463536893,0.463147442,0.462310637,0.462638879,0.462298666,0.46295656,0.461408007,0.461219472,0.459124815,0.461500592,0.458932237,0.458577555,0.456826706,0.455107996,0.455716477,0.451464581,0.452359413,0.45001396,0.44950442,0.446446218,0.44474974,0.439659055,0.441420415,0.436320736,0.436961823,0.432852427,0.431239033,0.429721273,0.4282957,0.428762018,0.42785358,0.429110193,0.423891069,0.425729842,0.421966005,0.419683794,0.425966162,0.418305122,0.418687208,0.35269878
M7,0.065263204,0.286325642,0.286532928,0.284381253,0.284366039,0.282790683,0.281856597,0.279859698,0.279119762,0.279211814,0.28092563,0.285184878,0.290794086,0.298146013,0.304759804,0.309610498,0.314372511,0.318024913,0.321970013,0.324997777,0.328284793,0.330699428,0.333799238,0.33603023,0.337895276,0.340038423,0.341838169,0.343993216,0.345986019,0.348512985,0.35096662,0.353564821,0.356725853,0.359963424,0.362589747,0.365266112,0.367713935,0.370460232,0.373230673,0.375534683,0.377749569,0.379633659,0.381774208,0.383897556,0.385998714,0.387587111,0.389424343,0.391543554,0.393554641,0.39554127,0.397389656,0.399850675,0.401575858,0.403408217,0.404441865,0.406057436,0.408003722,0.410102362,0.412100911,0.41557971,0.418455953,0.421121645,0.423388214,0.425578396,0.428147213,0.430120035,0.432038928,0.433484804,0.435308249,0.43657591,0.438054718,0.439484312,0.440298974,0.441075138,0.442285207,0.442277152,0.443029683,0.443667239,0.443870878,0.444637964,0.44564378,0.446627372,0.447653657,0.44878016,0.450124888,0.451861867,0.45341582,0.455070885,0.457129237,0.45884364,0.460903207,0.462467179,0.464361311,0.466708852,0.468871541,0.470146487,0.472358064,0.473432786,0.475489665,0.476960896,0.478277345,0.479476048,0.481007928,0.484058334,0.482940081,0.482654824,0.484596674,0.485450239,0.486456797,0.487625934,0.487917252,0.489369959,0.489051471,0.490755444,0.491014523,0.490998068,0.491344678,0.491472011,0.492812631,0.493472153,0.494206451,0.495043608,0.495998591,0.496315709,0.497729287,0.497993735,0.498586488,0.499428319,0.499207552,0.500991282,0.500245671,0.500944541,0.500978514,0.50232998,0.502870065,0.50355373,0.503722369,0.503661533,0.50439333,0.504715536,0.504232145,0.506159802,0.505078204,0.50530922,0.50563292,0.50546947,0.505866899,0.505131054,0.504406687,0.503848126,0.504244765,0.503460352,0.504329237,0.5029523,0.503476085,0.504808346,0.503888387,0.50515383,0.504383664,0.505672658,0.503656617,0.504713257,0.503667763,0.50467629,0.503595457,0.503065706,0.505849008,0.504365465,0.503835948,0.504807359,0.504500483,0.504507581,0.503625656,0.505288918,0.504440168,0.504058974,0.503082077,0.503920504,0.501808307,0.501648897,0.500764748,0.498211563,0.49912297,0.498715132,0.495331901,0.497209154,0.492898032,0.494391967,0.489829603,0.486693079,0.488035879,0.487845214,0.487598065,0.488124671,0.490602904,0.486148851,0.489496551,0.487173971,0.491855435,0.492041319,0.493836805,0.496234449,0.493532882,0.50093423,0.429646381
M8,0.067139618,0.215118508,0.21860063,0.218838487,0.220252916,0.220169669,0.220769758,0.220377933,0.221052686,0.222027419,0.224171421,0.228004425,0.232663605,0.238600371,0.243812514,0.24778453,0.251589167,0.254586726,0.257852322,0.260464627,0.263361712,0.265633812,0.268626301,0.270844475,0.272883873,0.275118959,0.277207603,0.279397558,0.281527081,0.28386084,0.286134159,0.288259757,0.290922231,0.29357074,0.295669564,0.297776026,0.299637223,0.301687051,0.303731935,0.305386792,0.30692579,0.308162452,0.309528133,0.310884558,0.312218712,0.31311674,0.314261886,0.315568356,0.316836055,0.318075437,0.319172965,0.320749141,0.321758652,0.322858635,0.32343775,0.324473877,0.325756058,0.32713594,0.328618352,0.331180304,0.33332389,0.335358827,0.337122062,0.338865846,0.34089461,0.342527572,0.344090851,0.34529139,0.34669451,0.347753125,0.348891073,0.350004698,0.350714144,0.35131654,0.352291022,0.35227381,0.352899684,0.353413137,0.353652449,0.354245309,0.355037258,0.355881193,0.356707355,0.357693099,0.358775371,0.360200708,0.361483455,0.362778655,0.364307167,0.365608301,0.36699463,0.368100236,0.369199853,0.37062689,0.372168007,0.372897506,0.374412818,0.374975267,0.376258786,0.377048712,0.377775481,0.378171334,0.378750104,0.380711064,0.379241806,0.379483569,0.380510844,0.380920896,0.381451321,0.382110025,0.38207671,0.382858369,0.382256803,0.38326313,0.383178101,0.382859614,0.382817559,0.382694223,0.383477028,0.383711517,0.384018061,0.384405074,0.384952055,0.384906146,0.385836562,0.38577565,0.386137407,0.386556288,0.386293248,0.387382808,0.386652326,0.387000319,0.386944579,0.38783868,0.388319569,0.388704629,0.388863696,0.388738978,0.389344532,0.38954772,0.389142061,0.390556906,0.389750137,0.38997334,0.390231875,0.390113601,0.39050701,0.389991347,0.389532569,0.38925204,0.389708081,0.38917934,0.389962159,0.388892758,0.389396957,0.390488135,0.389903767,0.390786438,0.390340703,0.391333844,0.3897986,0.390604257,0.389774115,0.390538706,0.389682633,0.389168632,0.391188236,0.38986928,0.389355701,0.389898896,0.389508442,0.389244679,0.388465397,0.389691509,0.388764724,0.388244938,0.387255031,0.387578784,0.385799184,0.385415723,0.384331738,0.381959997,0.382104582,0.381387206,0.378312956,0.379465639,0.375513683,0.376067048,0.372029883,0.369034975,0.36930246,0.368543516,0.367768194,0.367542868,0.369089347,0.365050065,0.36680667,0.364492324,0.367168891,0.366588599,0.367185702,0.36797116,0.365594196,0.369952788,0.314557786
M9,0.068880661,0.282484981,0.278525949,0.280350254,0.27947751,0.279087246,0.279177859,0.277862309,0.276550365,0.27809674,0.280953283,0.284844755,0.290910593,0.297818644,0.303877592,0.309219003,0.313552532,0.317563436,0.320591144,0.323989852,0.32702723,0.329807325,0.332727812,0.334833187,0.337105943,0.339113224,0.340887826,0.342756773,0.34500743,0.347237999,0.349821837,0.352364663,0.355192539,0.3580572,0.360667463,0.363379391,0.365718571,0.36804072,0.370626878,0.372378742,0.374367135,0.375712301,0.377519856,0.379095963,0.380507184,0.381753725,0.38292981,0.384626763,0.38577275,0.387068146,0.388779004,0.390117589,0.391221693,0.392533628,0.392910726,0.394013038,0.395242451,0.39692946,0.398527417,0.401383529,0.403709546,0.405611431,0.40770892,0.409255987,0.41119804,0.412753398,0.414337118,0.415551591,0.417168845,0.417936901,0.418899474,0.419918328,0.420883832,0.421528817,0.422344208,0.422964169,0.423240626,0.423849836,0.424083698,0.424618312,0.425393391,0.426027168,0.426943806,0.427442731,0.428500823,0.429613087,0.430835674,0.431887923,0.433833323,0.43466687,0.436381747,0.437901475,0.438835034,0.440773827,0.44227255,0.44323862,0.444775189,0.446118166,0.447140797,0.4482895,0.449024805,0.449919547,0.451114699,0.452921845,0.452782523,0.452621268,0.453845648,0.454447971,0.455225521,0.455743859,0.456011194,0.456230268,0.456637253,0.457586343,0.457605924,0.457376537,0.457925568,0.457878498,0.458346578,0.458546574,0.458901781,0.459278893,0.460380756,0.45978371,0.460809544,0.461269872,0.461673532,0.462091446,0.462258479,0.462281424,0.462697715,0.463085978,0.463556574,0.463704108,0.464023146,0.464155633,0.464043131,0.464341931,0.464602653,0.466312036,0.465413947,0.46576541,0.465160507,0.465934613,0.465598994,0.464862122,0.465583332,0.46542359,0.464169882,0.464159274,0.464056813,0.463914445,0.463914815,0.462971208,0.46263779,0.462949968,0.463882909,0.464142244,0.463932503,0.462735376,0.462862627,0.462780362,0.462241221,0.462178808,0.461655217,0.461768433,0.46303899,0.462257063,0.462346799,0.461930788,0.46234069,0.46287477,0.460627925,0.46068261,0.462708763,0.460698515,0.46049574,0.459310289,0.458118511,0.45864338,0.458655387,0.457152875,0.455689843,0.456172049,0.453905967,0.45315924,0.449947256,0.448636378,0.449227302,0.447268975,0.445147122,0.44578439,0.441800501,0.442695564,0.445955754,0.442350738,0.446485324,0.445367172,0.443807604,0.444594569,0.447289739,0.441999886,0.44862113,0.447187286,0.389618362
